Bar Pressure(Bar Pressure);Nitrogen Dioxide(NO2);PM 10(RSPM);PM 2.5(PM2.5);Solar Radiation(SR);Sulfur Dioxide(SO2);Temperature(TEMP);index
;19.49;;46.18;125.92;7.69;32.17;03/09/2017
;31.14;;121.36;90.92;5.72;31.72;03/10/2017
;45.55;;162.16;72.26;15.22;26.13;03/11/2017
;50.16;;266.02;78.11;14.3;21.96;03/12/2017
;29.73;;115.28;159.13;5.56;21.38;04/02/2017
;30.55;;87.63;104.5;12.85;23.03;04/03/2017
;24.78;;;175.36;8.51;33.5;04/04/2017
;22.87;;122.65;225.32;4.93;34.71;04/05/2017
;41.78;;178.32;204.8;6.71;40.83;04/06/2017
;36.92;;98.57;141.36;10.05;35.32;04/07/2017
;21.66;;78.97;146.31;9.24;35.9;04/08/2017
;21.88;;52.86;119.88;7.95;32.57;04/09/2017
;34.25;;95.25;94.81;9.94;32.44;04/10/2017
;43.18;;167.91;76.08;12.93;25.78;04/11/2017
;49.13;;287.48;81.54;8.76;22.24;04/12/2017
;35.55;;96.13;143.92;6.43;23.74;05/02/2017
;36.45;;82.17;202.59;19.87;24.24;05/03/2017
;23.48;;;263.19;6.77;31.06;05/04/2017
;26.41;;125.86;233.75;8.19;35.62;05/05/2017
;24.48;;142.25;182.55;4.98;41.12;05/06/2017
;20.95;;105.56;109.66;6.14;29.16;05/07/2017
;28.77;;89.87;140.07;10.24;34.67;05/08/2017
;20.62;;59.74;118.7;13.19;32.4;05/09/2017
;32.29;;110.90;93.89;12.19;32.84;05/10/2017
;43.98;;211.29;81.8;13.47;25.76;05/11/2017
;40.44;;229.15;51.3;8.77;23.37;05/12/2017
;35.57;;122.57;179.26;4.58;23.36;06/02/2017
;40.3;;78.65;186.44;20.62;23.32;06/03/2017
;24.22;;;265.54;6.06;33.4;06/04/2017
;29.86;;100.80;232.41;8.43;36.94;06/05/2017
;22.56;;135.42;188.04;9.81;39.54;06/06/2017
;17.32;;92.99;91.12;3.0;35.56;06/07/2017
;18.71;;95.55;135.32;11.01;34.38;06/08/2017
;22.36;;64.41;142.89;9.55;32.9;06/09/2017
;31.99;;142.50;99.72;16.7;32.81;06/10/2017
;44.96;;202.61;75.44;11.28;25.53;06/11/2017
;35.4;;141.87;58.12;8.61;23.47;06/12/2017
;33.93;;76.99;168.96;2.35;18.22;07/02/2017
;21.26;;103.17;182.64;15.31;26.58;07/03/2017
;31.38;;;189.56;7.95;31.39;07/04/2017
;26.56;;97.55;223.26;6.91;38.18;07/05/2017
;25.13;;73.85;148.66;4.28;33.64;07/06/2017
;18.13;;62.02;149.02;3.1;36.67;07/07/2017
;18.2;;63.92;70.84;11.04;33.18;07/08/2017
;17.1;;53.74;104.51;4.36;32.03;07/09/2017
;35.91;;112.66;92.75;28.2;32.04;07/10/2017
;51.05;;448.82;76.28;10.54;25.11;07/11/2017
;35.79;;116.90;84.21;8.24;23.21;07/12/2017
;39.37;;106.26;179.2;4.17;19.04;08/02/2017
;18.54;;562.31;195.69;14.28;26.04;08/03/2017
;31.76;;;286.84;12.03;30.17;08/04/2017
;22.89;;98.31;206.68;7.91;38.11;08/05/2017
;26.45;;62.63;173.49;6.2;33.21;08/06/2017
;22.01;;76.08;151.8;3.06;25.62;08/07/2017
;18.33;;56.45;160.66;14.01;33.37;08/08/2017
;17.33;;66.72;137.26;7.01;32.87;08/09/2017
;32.3;;133.30;84.38;30.66;31.95;08/10/2017
;56.39;;498.11;78.7;8.62;23.84;08/11/2017
;37.56;;132.70;69.14;7.08;22.54;08/12/2017
;44.4;;71.60;192.34;9.42;19.44;09/01/2017
;38.17;;127.94;377.6;6.99;17.97;09/02/2017
;21.78;;257.59;303.5;12.63;24.36;09/03/2017
;22.08;;;305.23;10.98;29.64;09/04/2017
;17.24;;82.53;210.06;3.71;37.68;09/05/2017
;31.88;;77.88;150.65;7.13;34.42;09/06/2017
;25.65;;91.77;185.25;3.38;24.4;09/07/2017
;18.43;;59.67;159.54;13.3;33.23;09/08/2017
;17.49;;73.08;109.69;7.35;32.96;09/09/2017
;44.26;;157.36;109.76;29.67;32.26;09/10/2017
;62.88;;446.44;82.22;10.03;24.47;09/11/2017
;41.15;;161.14;65.98;10.69;22.01;09/12/2017
;36.88;;91.09;173.0;7.35;16.44;10/01/2017
;35.86;;121.96;175.71;42.79;16.85;10/02/2017
;20.78;;1,456.40;260.48;9.27;22.79;10/03/2017
;26.86;;;279.82;10.12;30.07;10/04/2017
;12.36;;58.04;233.04;3.32;35.38;10/05/2017
;34.63;;90.25;163.92;6.81;38.01;10/06/2017
;27.61;;82.12;160.81;3.23;28.77;10/07/2017
;18.41;;61.38;133.17;17.18;32.93;10/08/2017
;17.13;;72.14;117.43;9.27;33.77;10/09/2017
;47.29;;128.82;94.55;7.63;33.36;10/10/2017
;59.14;;368.70;78.36;13.49;24.39;10/11/2017
;47.5;;203.77;70.16;20.65;22.15;10/12/2017
;41.0;;98.38;137.42;9.58;14.81;11/01/2017
;36.51;;104.55;266.0;8.5;18.69;11/02/2017
;18.83;;;268.54;7.32;22.38;11/03/2017
;30.55;;77.21;296.6;11.79;33.15;11/04/2017
;20.32;;75.94;246.11;4.98;36.55;11/05/2017
;25.69;;64.68;199.96;5.68;36.32;11/06/2017
;;;62.19;109.34;2.77;42.02;11/07/2017
;14.83;;56.21;40.73;11.59;29.69;11/08/2017
;17.46;;85.87;107.88;6.77;33.46;11/09/2017
;44.84;;140.64;82.57;6.56;32.21;11/10/2017
;59.76;;309.42;75.1;12.13;24.13;11/11/2017
;46.6;;196.67;57.08;19.49;22.35;11/12/2017
;41.24;;141.33;161.45;8.13;15.05;12/01/2017
;39.09;;136.01;234.93;10.79;18.71;12/02/2017
;22.27;;;351.94;7.84;21.79;12/03/2017
;34.47;;99.01;283.02;12.68;33.93;12/04/2017
;18.28;;148.73;202.85;5.01;36.75;12/05/2017
;29.91;;91.48;182.64;20.36;36.38;12/06/2017
;56.66;;46.97;141.91;3.01;23.62;12/07/2017
;16.31;;62.66;109.94;7.07;33.12;12/09/2017
;44.01;;162.49;77.28;7.62;31.87;12/10/2017
;56.18;;414.47;76.62;10.67;24.17;12/11/2017
;31.9;;103.55;85.25;3.37;22.18;12/12/2017
;42.82;;179.66;165.15;8.32;13.99;13/01/2017
;38.35;;106.40;255.03;8.93;18.13;13/02/2017
;16.35;;;306.12;8.33;21.5;13/03/2017
;42.25;;131.53;264.01;9.32;34.24;13/04/2017
;26.38;;94.33;225.54;6.08;37.56;13/05/2017
;47.55;;166.34;222.99;4.64;40.78;13/06/2017
;56.93;;54.24;140.75;3.63;28.3;13/07/2017
;16.65;;87.67;110.16;7.86;33.52;13/09/2017
;39.1;;162.23;54.41;9.97;31.1;13/10/2017
;66.44;;364.53;72.61;11.22;24.35;13/11/2017
;27.8;;132.61;35.85;5.1;21.05;13/12/2017
;42.53;;208.00;154.39;8.85;17.07;14/01/2017
;37.64;;119.48;254.05;9.38;15.52;14/02/2017
;19.77;;;252.41;9.66;23.09;14/03/2017
;54.35;;124.66;472.45;9.23;35.93;14/04/2017
;20.52;;87.69;231.65;5.81;38.57;14/05/2017
;28.79;;112.48;169.26;7.22;37.53;14/06/2017
;56.81;;54.90;105.4;3.69;29.51;14/07/2017
;18.69;;78.40;163.25;10.64;33.29;14/08/2017
;15.99;;80.19;75.57;9.98;33.68;14/09/2017
;41.53;;150.12;83.33;7.41;31.81;14/10/2017
;56.62;;227.54;56.33;10.71;25.12;14/11/2017
;27.92;;117.21;82.5;8.45;20.82;14/12/2017
;42.52;;161.37;130.67;7.45;19.25;15/01/2017
;37.57;;113.03;259.71;9.35;22.47;15/02/2017
;20.49;;;228.62;13.3;24.9;15/03/2017
;53.39;;141.44;712.89;10.76;36.9;15/04/2017
;20.79;;75.52;275.79;7.04;38.85;15/05/2017
;39.27;;169.28;189.58;10.93;41.78;15/06/2017
;56.67;;58.93;163.93;12.06;29.59;15/07/2017
;47.54;;74.27;129.33;8.98;33.92;15/08/2017
;15.37;;69.54;117.86;6.82;33.74;15/09/2017
;37.9;;151.93;84.08;10.1;31.53;15/10/2017
;58.56;;195.24;51.16;11.11;25.05;15/11/2017
;24.93;;126.98;95.66;5.37;19.41;15/12/2017
;36.38;;153.07;116.19;4.83;17.12;16/01/2017
;38.46;;115.99;203.42;7.23;21.11;16/02/2017
;21.46;;;198.13;11.7;26.24;16/03/2017
;39.87;;117.90;713.1;11.03;36.32;16/04/2017
;14.52;;105.33;228.04;4.86;36.88;16/05/2017
;51.07;;83.77;176.1;15.76;22.81;16/06/2017
;57.05;;58.26;94.65;11.91;33.47;16/07/2017
;33.19;;67.95;132.82;5.8;32.77;16/08/2017
;25.61;;53.98;43.94;5.39;32.2;16/09/2017
;44.28;;177.85;81.5;7.2;31.64;16/10/2017
;54.52;;218.40;49.28;15.4;24.18;16/11/2017
;32.39;;100.05;57.61;7.52;22.26;16/12/2017
;30.08;;121.50;119.67;6.59;12.74;17/01/2017
;36.95;;113.44;275.38;7.49;21.54;17/02/2017
;22.02;;;212.86;8.06;24.33;17/03/2017
;45.94;;118.99;711.72;7.9;37.19;17/04/2017
;13.97;;71.55;182.72;4.35;34.07;17/05/2017
;18.47;;47.79;166.43;4.49;29.43;17/06/2017
;216.65;;57.16;45.22;1.66;41.71;17/07/2017
;38.59;;55.31;91.62;5.92;32.46;17/09/2017
;41.81;;156.91;83.17;8.49;31.1;17/10/2017
;45.46;;169.22;45.61;14.04;23.81;17/11/2017
;30.57;;111.66;75.53;8.9;21.32;17/12/2017
;34.35;;143.43;166.67;5.9;13.65;18/01/2017
;35.97;;94.52;426.47;7.65;25.91;18/02/2017
;24.67;;;227.78;8.98;27.16;18/03/2017
;43.57;;142.06;710.95;6.55;38.21;18/04/2017
;19.61;;63.48;219.66;4.23;36.37;18/05/2017
;32.45;;65.79;237.59;6.59;36.59;18/06/2017
;69.62;;49.43;191.45;3.15;56.99;18/07/2017
;22.64;;48.37;162.64;10.44;35.7;18/08/2017
;55.48;;64.48;114.18;5.29;32.92;18/09/2017
;39.11;;182.22;79.06;12.5;31.15;18/10/2017
;46.74;;166.04;70.65;11.32;24.25;18/11/2017
;35.27;;137.30;83.95;10.88;22.68;18/12/2017
;32.94;;129.19;171.69;10.92;16.55;19/01/2017
;37.72;;85.30;396.67;7.89;26.49;19/02/2017
;34.88;;;200.52;6.8;27.47;19/03/2017
;39.02;;126.74;712.79;8.7;38.11;19/04/2017
;25.47;;82.85;182.1;6.9;34.24;19/05/2017
;21.73;;48.79;16.68;7.6;31.52;19/06/2017
;285.53;;46.33;72.1;5.16;28.18;19/07/2017
;36.04;;71.83;98.99;6.89;33.36;19/09/2017
;41.88;;217.53;76.94;12.77;31.59;19/10/2017
;46.09;;165.91;63.29;10.34;23.73;19/11/2017
;36.88;;178.01;64.95;17.13;21.45;19/12/2017
;34.43;;72.44;58.64;14.58;10.92;20/01/2017
;34.69;;92.03;371.02;9.5;28.72;20/02/2017
;29.17;;;232.41;9.25;26.25;20/03/2017
;39.43;;130.60;712.73;6.96;38.61;20/04/2017
;38.19;;136.56;112.56;12.48;34.51;20/05/2017
;44.56;;44.54;120.47;10.74;21.99;20/06/2017
;41.52;;35.66;142.05;3.33;33.11;20/07/2017
;28.84;;75.94;107.68;5.37;33.5;20/09/2017
;44.61;;509.83;71.57;16.15;31.48;20/10/2017
;51.34;;182.00;65.98;11.44;22.65;20/11/2017
;33.48;;239.94;57.87;20.6;21.53;20/12/2017
;40.1;;98.22;142.97;17.98;15.91;21/01/2017
;24.31;;103.99;346.12;7.82;23.0;21/02/2017
;32.03;;;231.58;11.45;27.12;21/03/2017
;37.3;;168.14;709.54;5.12;38.56;21/04/2017
;32.58;;203.43;161.2;10.22;33.42;21/05/2017
;47.92;;210.82;219.5;13.72;34.49;21/06/2017
;23.02;;48.57;138.32;7.43;44.85;21/07/2017
;39.22;;71.53;82.73;5.66;33.08;21/09/2017
;42.31;;259.72;72.74;6.53;30.96;21/10/2017
;51.9;;177.48;63.95;11.52;22.28;21/11/2017
;30.04;;271.18;74.17;19.5;22.2;21/12/2017
;35.65;;130.12;150.75;18.92;14.63;22/01/2017
;28.5;;103.37;434.51;7.45;21.08;22/02/2017
;38.01;;;97.55;19.97;25.67;22/03/2017
;25.77;;181.53;706.62;4.64;36.35;22/04/2017
;31.15;;142.60;48.57;12.07;30.68;22/05/2017
;38.42;;167.21;245.92;12.04;34.98;22/06/2017
;17.03;;45.93;124.72;7.36;37.29;22/07/2017
;23.16;;60.24;52.13;11.16;30.96;22/08/2017
;27.1;;85.93;46.54;5.89;30.73;22/09/2017
;43.45;;157.51;72.93;5.76;31.33;22/10/2017
;54.77;;191.93;65.19;14.73;22.51;22/11/2017
;25.42;;161.26;75.08;16.36;22.46;22/12/2017
;35.13;;109.41;171.83;14.95;16.23;23/01/2017
;27.53;;100.31;358.89;8.46;22.43;23/02/2017
;36.66;;112.64;203.14;7.08;35.87;23/03/2017
;27.3;;112.44;709.72;4.14;35.92;23/04/2017
;43.21;;101.41;182.24;9.84;34.27;23/05/2017
;61.92;;624.57;194.03;13.21;36.7;23/06/2017
;13.47;;47.41;111.89;11.12;50.63;23/07/2017
;23.87;;57.68;63.71;8.51;31.92;23/08/2017
;19.36;;70.97;59.57;5.67;29.93;23/09/2017
;47.4;;228.04;74.12;6.53;31.05;23/10/2017
;56.23;;196.41;64.11;13.86;22.48;23/11/2017
;24.56;;158.07;71.73;14.52;23.57;23/12/2017
;40.15;;153.15;164.54;14.83;14.28;24/01/2017
;24.2;;91.48;327.31;6.61;22.51;24/02/2017
;31.48;;434.30;182.89;7.92;30.99;24/03/2017
;24.31;;124.95;582.39;4.29;34.64;24/04/2017
;35.41;;124.13;165.08;4.55;36.92;24/05/2017
;28.43;;210.54;169.97;18.6;41.1;24/06/2017
;33.19;;44.15;47.69;32.19;21.2;24/07/2017
;21.82;;61.68;43.52;8.52;31.54;24/08/2017
;28.26;;72.14;89.79;4.17;30.93;24/09/2017
;42.63;;184.79;70.77;7.85;30.3;24/10/2017
;56.39;;190.28;63.18;12.81;22.52;24/11/2017
;26.39;;176.28;78.23;17.93;25.14;24/12/2017
;44.03;;195.74;134.21;15.93;20.8;25/01/2017
;31.65;;88.48;325.34;8.66;23.05;25/02/2017
;26.48;;330.13;238.97;2.23;29.59;25/03/2017
;25.05;;112.69;259.27;3.0;34.16;25/04/2017
;29.97;;103.98;173.66;6.53;37.63;25/05/2017
;2.37;;403.19;171.27;15.34;44.79;25/06/2017
;27.37;;45.57;73.71;5.48;56.64;25/07/2017
;22.98;;59.74;105.48;8.34;33.03;25/08/2017
;33.6;;76.88;119.4;4.77;32.26;25/09/2017
;42.94;;135.62;71.11;16.38;29.87;25/10/2017
;61.0;;200.40;63.95;16.04;22.45;25/11/2017
;25.92;;297.92;88.85;27.63;25.0;25/12/2017
;31.93;;107.24;37.24;11.8;17.24;26/01/2017
;31.19;;96.67;329.49;10.62;22.44;26/02/2017
;25.55;;185.82;259.49;2.02;30.21;26/03/2017
;26.62;;87.63;253.31;;34.09;26/04/2017
;32.76;;126.03;187.47;6.16;38.11;26/05/2017
;2.35;;131.91;156.16;15.51;43.93;26/06/2017
;62.69;;43.91;183.53;3.87;31.59;26/07/2017
;20.29;;59.46;115.52;7.84;32.22;26/08/2017
;26.73;;68.55;109.24;7.05;32.51;26/09/2017
;56.68;;77.67;51.01;9.29;28.93;26/10/2017
;67.54;;235.58;45.01;16.77;22.25;26/11/2017
;30.59;;211.49;94.07;17.53;24.91;26/12/2017
;26.84;;110.17;175.76;8.22;19.58;27/01/2017
;31.08;;97.84;295.09;9.27;24.37;27/02/2017
;28.42;;310.30;255.8;4.35;32.18;27/03/2017
;22.89;;94.28;223.85;;34.21;27/04/2017
;23.53;;116.24;193.27;4.09;36.79;27/05/2017
;7.84;;974.76;161.64;12.0;46.31;27/06/2017
;1.92;;1.47;4.57;;1.17;27/07/2017
;20.74;;54.03;138.21;7.78;32.64;27/08/2017
;27.71;;111.76;115.6;6.69;32.68;27/09/2017
;48.72;;166.73;64.91;8.17;30.49;27/10/2017
;62.13;;218.64;59.2;11.8;22.37;27/11/2017
;33.82;;207.01;94.83;14.17;25.23;27/12/2017
;26.87;;107.71;160.49;8.66;16.33;28/01/2017
;41.13;;140.09;171.78;20.49;26.37;28/02/2017
;31.56;;358.51;210.78;4.24;32.9;28/03/2017
;28.37;;102.08;184.04;1.46;33.41;28/04/2017
;21.81;;79.92;196.06;2.65;33.13;28/05/2017
;10.34;;41.98;79.71;9.49;29.49;28/06/2017
;47.66;;24.13;90.68;1.75;16.72;28/07/2017
;20.31;;56.13;120.07;7.22;32.57;28/08/2017
;187.76;;117.48;118.44;6.21;33.47;28/09/2017
;51.84;;192.40;65.48;9.21;30.38;28/10/2017
;85.41;;158.48;99.88;13.0;22.7;28/11/2017
;38.53;;291.37;90.11;19.72;25.46;28/12/2017
;29.5;;145.65;164.97;9.46;17.45;29/01/2017
;27.83;;;249.8;4.85;34.2;29/03/2017
;33.37;;116.57;188.66;2.46;34.19;29/04/2017
;25.83;;64.40;212.67;3.93;31.0;29/05/2017
;11.18;;51.83;119.53;11.91;24.02;29/06/2017
;122.2;;46.63;218.33;3.05;30.45;29/07/2017
;20.57;;53.27;127.63;7.31;33.77;29/08/2017
;;;132.01;94.41;6.76;32.64;29/09/2017
;49.86;;180.88;63.1;9.6;30.08;29/10/2017
;103.93;;186.75;126.28;13.34;23.6;29/11/2017
;37.51;;287.38;90.05;18.54;25.14;29/12/2017
;31.75;;153.09;196.64;12.69;15.06;30/01/2017
;22.19;;;102.6;5.73;31.41;30/03/2017
;21.14;;96.83;229.89;1.44;33.63;30/04/2017
;27.38;;77.22;189.89;3.53;33.25;30/05/2017
;26.75;;49.56;102.99;13.79;35.03;30/06/2017
;100.78;;43.74;1.5;2.96;33.46;30/07/2017
;20.87;;65.97;123.89;7.42;34.38;30/08/2017
;43.16;;114.57;96.49;5.84;32.43;30/09/2017
;46.32;;171.68;66.48;8.98;29.59;30/10/2017
;53.97;;244.72;138.57;14.41;23.1;30/11/2017
;19.97;;283.34;93.77;24.49;24.91;30/12/2017
;39.08;;244.25;202.34;13.49;15.94;31/01/2017
;28.2;;;184.36;5.93;34.29;31/03/2017
;29.39;;68.99;125.3;4.35;30.76;31/05/2017
;56.41;;42.87;81.19;1.86;32.27;31/07/2017
;21.15;;53.39;100.05;8.23;31.55;31/08/2017
;51.96;;258.28;71.7;11.67;29.5;31/10/2017
;16.71;;279.83;91.74;21.25;24.3;31/12/2017
